Year,Make,Model,Condition,Price,SellerName,SellerRating,StreetName,State,ExteriorColor,MinMPG,MaxMPG,FuelType,Mileage
2019,Honda,HR-V Sport,Used,14999,Prestige Imports Auto Sales,3.7,654 W Bridge St Morrisville,PA,Gray,26,31,Gasoline,84856
2018,Toyota,RAV4 Hybrid Limited,Used,34995,AutoNation Toyota Las Vegas,4.6,6300 W Sahara Ave Las Vegas,NV,Blizzard Pearl,34,30,Hybrid,30776
2020,Tesla,Model Y Long Range,Used,69898,Tracy Volkswagen,3.5,2605 Auto Plaza Way Tracy,CA,Pearl White Multi,127,114,Electric,17338
2018,BMW,328d xDrive,BMW Certified,40998,BMW of San Francisco,4.4,1675 Howard St San Francisco,CA,Mineral Gray Metallic,30,40,Diesel,32698
2020,Tesla,Model Y Long Range,Used,70950,Shift Seattle,2.7,4050 E Marginal Way S Seattle,WA,Black,127,114,Electric,11670
2018,Kia,Forte S,Used,17991,APX Auto Brokers,3.7,20031 WA-99 Lynnwood,WA,Blue,25,37,Gasoline,19635
2019,GMC,Terrain SLT,Used,28977,AutoNation Chrysler Dodge Jeep Ram North Fort Worth,4.2,11200 N Fwy Service Rd E Fort Worth,TX,Smokey Quartz Metallic,26,30,Gasoline,33405
2017,Toyota,RAV4 Hybrid Limited,Used,32656,Toyota of Plano,4.8,6888 TX-121 Plano,TX,Silver,34,30,Hybrid,48269
2019,BMW,330 i,BMW Certified,37995,Sewell BMW MINI of Plano,4.7,6800 Dallas Pkwy Plano,TX,Jet Black,26,36,Gasoline,31425
2020,Hyundai,Elantra SEL,Used,19628,Big Star Honda,4.4,11200 Gulf Fwy Houston,TX,Portofino Gray,30,40,Gasoline,62982
2020,Toyota,Camry SE,Used,29138,Metro Lexus,4.9,13600 Brookpark Rd Cleveland,OH,Midnight Black Metallic,28,39,Gasoline,34631
2020,Mazda,CX-5 Grand Touring,Used,31888,Bill Bryan Subaru,4.8,8730 US-441 Leesburg,FL,Machine Gray Metallic,25,31,Gasoline,19985
2021,Tesla,Model Y Long Range,Used,70500,Kia of Clermont,2,17550 Florida 50 Clermont,FL,Red Multi,131,117,Electric,13606
2019,BMW,330 i,Used,32800,Brickell Mazda,4.7,618 SW 8th St Miami,FL,Bronze Metallic,26,36,Gasoline,49374
2016,Nissan,Rogue SV,Used,17949,CarShop Glen Mills,4.9,1021 Baltimore Pike Glen Mills,PA,Midnight Jade,25,32,Gasoline,86828
2016,Nissan,Rogue SV,Used,13499,Prestige Imports Auto Sales,3.7,654 W Bridge St Morrisville,PA,Magnetic Black,25,32,Gasoline,66896
2019,Honda,CR-V EX-L,Used,29718,DELLA Mitsubishi,4.6,7 Della Dr Plattsburgh,NY,Lunar Silver Metallic,27,33,Gasoline,34724
2019,Subaru,Outback 2.5i Limited,Used,29498,South Shore Hyundai,4.6,360 W Sunrise Hwy Valley Stream,NY,Cinnamon Brown Pearl,25,32,Gasoline,15519
2019,BMW,330 i xDrive,Used,37522,Key Hyundai of Manchester,4.8,21 Hartford Tpke Vernon,CT,Black Sapphire Metallic,25,34,Gasoline,50001
2019,Honda,CR-V EX-L,Honda Certified,32600,McGovern Honda of Boston,4.8,100 Broadway Everett,MA,Modern Steel Metallic,27,33,Gasoline,36328
2018,Lexus,RX 450h 450H,Used,39235,Lexus Santa Monica,4.7,1501 Santa Monica Blvd Santa Monica,CA,Nebula Gray Pearl,31,28,Hybrid,86263
2020,Honda,CR-V EX-L,Used,34988,Metro Nissan of Montclair,4.8,9440 Autoplex St Montclair,CA,Black,28,34,Gasoline,23563
2021,Tesla,Model Y Long Range,Used,73995,Marin Acura,4.9,5860 Paradise Dr Corte Madera,CA,Black,131,117,Electric,16803
2019,Tesla,Model 3 Long Range,Used,57980,Lithia Chrysler Jeep of Reno,4.8,1050 East Plumb Ln Reno,NV,White,120,112,Electric,31728
2019,BMW,330 i,BMW Certified,39605,Arrowhead BMW,2.9,19250 N. Loop 101 Glendale,AZ,Portimao Blue Metallic,26,36,Gasoline,31891
2021,Tesla,Model Y Long Range,Used,74000,Certified Benz & Beemer,4.9,6725 E McDowell Rd Scottsdale,AZ,Black,131,117,Electric,17214
2021,Toyota,RAV4 XLE Premium,Used,39011,Bert Ogden Toyota of Harlingen,3.5,8721 W Expy 83 Harlingen,TX,Silver Sky Metallic,28,35,Gasoline,15755
2018,Honda,Civic EX-T,Used,26580,John Eagle Honda of Houston,1,18787 Northwest Fwy Houston,TX,Crystal Black Pearl,32,42,Gasoline,40963
2018,Subaru,Outback 2.5i Limited,Used,24695,Bob Rohrman Subaru,4.5,1600 S Creasy Ln Lafayette,IN,Crimson Red Pearl,25,32,Gasoline,86736
2020,Toyota,Camry XSE,Used,35988,Toyota of Louisville / Scion of Louisville,4.8,6514 Dixie Hwy Louisville,KY,Midnight Black Metallic,27,38,Gasoline,32870
2020,Ford,Escape SEL,Used,28961,Serra Ford Farmington Hills,4.8,39300 West 10 Mile Road Farmington Hills,MI,Desert Gold Metallic,26,31,Gasoline,17137
2019,Honda,CR-V LX,Used,25500,Auto Boutique,4.5,1800 Georgesville Square Drive Columbus,OH,Platinum White Pearl,25,31,Gasoline,29586
2017,Honda,Accord EX-L,Used,23863,Champion Hargreaves Chevrolet,4.2,2000 E Twelve Mile Rd Royal Oak,MI,White Orchid Pearl,26,34,Gasoline,47293
2019,Volkswagen,Jetta 1.4T S,Used,16990,Accurate Automotive of Jacksonville,4.9,7840 Philips Hwy Jacksonville,FL,Platinum Gray Metallic,30,40,Gasoline,109744
2019,Honda,CR-V Touring,Honda Certified,37750,Pearson Honda,4.4,14001 Hull Street Rd Midlothian,VA,Orange,27,33,Gasoline,21972
2021,Toyota,Camry SE,Used,30995,Carmart,3.1,8710 Liberia Ave Manassas,VA,Blue,28,39,Gasoline,21587
2019,BMW,330 i xDrive,Used,36795,BMW of Rockville,4.6,1300 Rockville Pike Rockville,MD,Black Sapphire Metallic,25,34,Gasoline,45558
2021,Kia,Seltos S,Kia Certified,27391,Hollywood Kia,4.6,6011 Pembroke Rd Hollywood,FL,Mars Orange,27,31,Gasoline,17319
2021,Tesla,Model Y Long Range,Used,70293,BMW of Devon,4.9,20 W Lancaster Ave Devon,PA,White,131,117,Electric,10689
2019,Honda,CR-V EX-L,Honda Certified,32297,Mohawk Honda,4.9,175 Freemans Bridge Rd Schenectady,NY,Gunmetal Metallic,27,33,Gasoline,37370
2019,Honda,CR-V EX-L,Honda Certified,33040,AutoFair Honda,4.8,200 Keller Street Manchester,NH,Crystal Black Pearl,27,33,Gasoline,15730
2019,Subaru,Crosstrek 2.0i Premium,Used,25980,BidCars Boston,4.7,623 Providence Hwy. Walpole,MA,Cool Gray Khaki,27,33,Gasoline,47584
2020,Tesla,Model Y Long Range,Used,71591,Gilroy Chevrolet,4.6,6720 Automall Ct Gilroy,CA,Pearl White Multi,127,114,Electric,16500
2020,Tesla,Model Y Long Range,Used,68981,Surprise Ford,2.8,16825 W Waddell Rd Surprise,AZ,Midnight Silver Metallic,127,114,Electric,15614
2019,Tesla,Model 3 Long Range,Used,56199,Airpark Dodge Chrysler Jeep RAM,4.3,7801 E Frank Lloyd Wright Blvd Scottsdale,AZ,Black,120,112,Electric,30672
2016,Subaru,Outback 2.5i Premium,Used,21292,AutoNation Subaru Scottsdale,4.7,15678 N Northsight Blvd Scottsdale,AZ,White,25,33,Gasoline,81296
2019,Honda,CR-V EX-L,Used,30888,Larry H. Miller Honda Boise,4.7,7710 Gratz Dr Boise,ID,Gray,27,33,Gasoline,85096
2019,Subaru,Outback 2.5i Limited,Used,29998,AutoNation Chrysler Dodge Jeep Ram Southwest,4.4,7980 W Tufts Ave Littleton,CO,Tungsten Metallic,25,32,Gasoline,62757
2019,BMW,330 i,Used,35985,Audi Plano,4.8,5930 W Plano Pkwy Plano,TX,Jet Black,26,36,Gasoline,35027
2019,Honda,CR-V EX-L,Honda Certified,30793,Morrie's West Bend Honda,3.2,3215 W Washington Street West Bend,WI,Lunar Silver Metallic,27,33,Gasoline,35119
2019,Honda,CR-V EX-L,Honda Certified,28998,AutoNation Honda O'Hare,4.5,1533 S River Rd Des Plaines,IL,Crystal Black Pearl,27,33,Gasoline,38535
2019,Honda,Civic Sport,Used,26525,Hare Honda,3.9,8693 Rockville Rd Avon,IN,Lunar Silver Metallic,29,36,Gasoline,12589
2019,Honda,CR-V EX-L,Honda Certified,33420,Crown Cadillac Buick Honda,4.7,196 Regent Blvd. Holland,MI,Gunmetal Metallic,27,33,Gasoline,18835
2020,Toyota,Prius LE,Used,29719,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Magnetic Gray Metallic,54,50,Hybrid,45031
2019,Volkswagen,Jetta 1.4T S,Used,20000,Auto Boutique,4.8,10100 Atlantic BLVD Jacksonville,FL,Platinum Gray Metallic,30,40,Gasoline,21699
2021,Tesla,Model Y Long Range,Used,69995,"Delaware Cadillac, Subaru, Kia",4.8,1606 Pennsylvania Ave Wilmington,DE,White,131,117,Electric,13297
2019,Nissan,Altima 2.5 SL,Used,24890,CARSIRI QUEENS,1,74-38 Queens Boulevard Queens,NY,Pearl White Tricoat,26,36,Gasoline,14090
2019,Subaru,Outback 2.5i Limited,Used,29197,Weeks Pre-Owned Center,4.9,94 Mill Plain Road Danbury,CT,Crystal Black Silica,25,32,Gasoline,46664
2019,Subaru,Forester,Used,27991,MetroWest Subaru,4.6,948 Worcester St Natick,MA,Dark Gray Metallic,26,33,Gasoline,28831
2020,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,38927,Mercedes-Benz of Pleasanton,2.5,5885 Owens Drive Pleasanton,CA,Cosmos Black Metallic,25,35,Gasoline,27590
2020,Mercedes-Benz,CLA 250 Base,Used,37701,Mercedes-Benz of Pleasanton,2.5,5885 Owens Drive Pleasanton,CA,Midnight Black,25,35,Gasoline,29364
2016,Tesla,Model X 70D,Used,71992,AutoNation Honda Chandler,4.8,1150 S Gilbert Rd Chandler,AZ,Black,101,102,Electric,49602
2018,Honda,Accord EX-L,Used,27999,Texas Nissan of Grapevine,3.8,1401 West Highway 114 Grapevine,TX,Crystal Black Pearl,30,38,Gasoline,36466
2017,Subaru,Outback 2.5i Premium,Used,18374,North Imports,4.5,1705 Highway 13 East Burnsville,MN,Ice Silver Metallic,25,32,Gasoline,33592
2019,Nissan,Sentra S,Used,18990,Zeigler Hyundai of Racine,4.4,13313 Washington Ave Mt. Pleasant,WI,Brilliant Silver Metallic,29,37,Gasoline,30762
2021,Honda,CR-V EX-L,Used,35933,Hare Honda,3.9,8693 Rockville Rd Avon,IN,Platinum White Pearl,27,32,Gasoline,13501
2020,Toyota,Corolla LE,Used,18496,Grand Motorcars Kennesaw,2,890 Cobb Place Blvd Kennesaw,GA,Classic Silver Metallic,30,38,Gasoline,80427
2020,Toyota,Camry SE,Used,26123,North Coast Auto Mall of Akron,4.7,1875 Brittain Rd Akron,OH,Midnight Black Metallic,28,39,Gasoline,50962
2019,Honda,CR-V EX-L,Honda Certified,29760,Braman Honda of Palm Beach,4.9,5200 Lake Worth Rd Greenacres,FL,Modern Steel Metallic,28,34,Gasoline,21344
2019,Honda,CR-V EX-L,Used,28985,Rick Case Acura,4.7,875 N State Road 7 Fort Lauderdale,FL,Modern Steel Metallic,28,34,Gasoline,35931
2019,Audi,e-tron Prestige,Used,62999,Audi Allentown,4.7,4725 Hamilton Blvd Allentown,PA,Daytona Gray Pearl Effect,74,73,Electric,32675
2020,Tesla,Model X Long Range,Used,99500,Toyota Of Berkeley Certified Service Center,2.9,1025 Eastshore Hwy Albany,CA,Midnight Silver Metallic,99,93,Electric,30742
2021,Tesla,Model Y Long Range,Used,71995,Marin Acura,4.9,5860 Paradise Dr Corte Madera,CA,Pearl White Multi,131,117,Electric,37212
2018,Subaru,Crosstrek 2.0i Premium,Used,27179,Tonkin Gladstone Hyundai,4.8,19300 SE McLoughlin Blvd Gladstone,OR,Crystal White Pearl,27,33,Gasoline,41192
2021,Tesla,Model Y Long Range,Used,72998,CarMax South Broadway - Now offering Curbside Pickup and Home Delivery,3.4,5850 S Broadway Littleton,CO,Gray,131,117,Electric,12690
2020,Tesla,Model Y Performance,Used,69999,AutoNation Honda Renton,4.6,3701 E Valley Rd Renton,WA,Silver Gray,116,106,Electric,19795
2021,Honda,CR-V EX-L,Used,38461,Honda Leander,4.9,9550 183A Leander,TX,Gray,28,34,Gasoline,19923
2020,Nissan,Rogue SL,Used,27793,Hertz Car Sales Bedford,3.7,3737 Airport Fwy Bedford,TX,White,26,33,Gasoline,45100
2018,Nissan,Rogue SL,Used,23200,McCarthy Honda,3.9,7979 Metcalf Ave Overland Park,KS,Brilliant Silver,25,32,Gasoline,80253
2019,Honda,CR-V EX-L,Used,29588,Rapids Honda,4.6,1950 Gateway Dr NW Coon Rapids,MN,Basque Red Pearl II,27,33,Gasoline,35335
2019,Subaru,Outback 2.5i Limited,Subaru Certified,31993,Chilson Subaru,4.5,3443 State Road 93 Eau Claire,WI,Crystal Black Silica,25,32,Gasoline,50869
2022,Toyota,Sienna XLE,Used,79450,Bettenhausen Chrysler Dodge Jeep RAM,4.9,8355 W 159th St Tinley Park,IL,Predawn Gray Mica,36,36,Hybrid,140
2019,Toyota,RAV4 LE,Toyota Certified,28488,Toyota of Lincolnwood,4,7225 N. Cicero Ave Lincolnwood,IL,Silver Sky Metallic,25,33,Gasoline,15351
2020,Tesla,Model Y Long Range,Used,71995,Tom Wood Nissan,4.8,4150 E 96th St Indianapolis,IN,Blue,127,114,Electric,19531
2019,Honda,CR-V EX,Used,28969,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Crystal Black Pearl,28,34,Gasoline,34449
2020,Mazda,CX-5 Grand Touring,Used,31998,CarMax Orlando - Now offering Curbside Pickup and Home Delivery,2.2,6375 S Semoran Blvd Orlando,FL,Machine Gray Metallic,25,31,Gasoline,14209
2020,Toyota,Corolla LE,Used,22959,AutoNation Chevrolet Doral,4.7,1201 NW 89 Court Miami,FL,CELESTITE,30,38,Gasoline,14307
2019,Subaru,Impreza 2.0i Premium,Used,25245,AutoLenders Williamstown,4.9,1051 N Black Horse Pike Williamstown,NJ,Ice Silver Metallic,28,38,Gasoline,11486
2019,Subaru,Forester Touring,Used,33499,DELLA Mitsubishi,4.6,7 Della Dr Plattsburgh,NY,Jasper Green Metallic,26,33,Gasoline,15767
2019,Honda,CR-V EX-L,Used,32477,Millennium Honda,4.7,286 N Franklin St Hempstead,NY,Gunmetal Metallic,27,33,Gasoline,19624
2020,Tesla,Model Y Performance,Used,70814,Tracy Chrysler Jeep Dodge Ram,2.7,3460 Naglee Rd Tracy,CA,Deep Blue Metallic,116,106,Electric,12182
2019,BMW,330 i,Used,36998,Beemer Haus,4.4,1820 West Broadway Rd. Mesa,AZ,Black Sapphire Metallic,26,36,Gasoline,34556
2017,Subaru,Outback 2.5i Limited,Used,24998,AutoNation Toyota Spokane Valley,4.6,8600 E Sprague Ave Spokane Valley,WA,Twilight Blue Metallic,25,32,Gasoline,86267
2021,Honda,CR-V EX-L,Used,37674,Honda Leander,4.9,9550 183A Leander,TX,Gray,28,34,Gasoline,16993
2020,Toyota,RAV4 LE,Used,32000,Classic Chevrolet,3.8,1101 William D Tate Ave Grapevine,TX,Ruby Flare Pearl,27,35,Gasoline,16011
2021,Nissan,Rogue SV,Nissan Certified,34880,Don Davis Nissan,4.7,1320 E Interstate 20 Arlington,TX,Black,26,34,Gasoline,11766
2021,Nissan,Rogue SV,Used,35525,DallasLeaseReturns.com,4.9,14335 Inwood Rd Dallas,TX,Gun Metallic,26,34,Gasoline,13424
2019,Nissan,Rogue SL,Nissan Certified,28901,Nissan of McKinney,4.3,3800 S. Hwy 75 McKinney,TX,Monarch Orange,26,33,Gasoline,20371
2021,Mazda,CX-5 Grand Touring,Used,31795,Douglass Mazda,4.7,3100 Briarcrest Drive Bryan,TX,Snowflake White Pearl,25,31,Gasoline,35482
2021,Tesla,Model Y Long Range,Used,70619,Wood Nissan of Kansas City,4.7,1025 Southeast Oldham Parkway Lee's Summit,MO,Pearl White Multi,131,117,Electric,27599
2017,Kia,Forte LX,Used,14900,Auto Broker Texas Inc,4.5,6515 N Shepherd Dr Houston,TX,White,29,38,Gasoline,55089
2020,Nissan,Rogue Sport S,Used,22885,Gulf Auto Direct,4.8,9050 MS-603 Waveland,MS,Nitro Lime,25,32,Gasoline,48141
2019,Mazda,CX-5 Touring,Used,27940,Russ Darrow Metro Mazda,4.6,11330 W Metro Auto Mall Milwaukee,WI,Jet Black Mica,25,31,Gasoline,15100
2018,Nissan,Rogue SL,Used,27421,Toyota of Lincoln Park,4.2,1561 N Fremont St Chicago,IL,White,25,32,Gasoline,26813
2018,Subaru,Outback 2.5i Limited,Used,27293,Bob Rohrman Subaru,4.5,1600 S Creasy Ln Lafayette,IN,Dark Blue,25,32,Gasoline,65908
2019,Honda,CR-V EX,Honda Certified,28946,Honda World,4.9,1 Autocenter Drive Louisville,KY,Light Windsor Gray Metallic,27,33,Gasoline,37513
2019,Mazda,CX-5 Grand Touring,Used,32708,Fred Anderson Toyota of Asheville,4,777 Brevard Rd Asheville,NC,Deep Crystal Blue Mica,25,31,Gasoline,13456
2013,Ford,Focus Titanium,Used,8000,Fan,4.7,Waxhaw,NC,Black,26,36,Gasoline Fuel,100000
2020,Toyota,Corolla LE,Used,18500,Auto Boutique,4.8,10100 Atlantic BLVD Jacksonville,FL,Gray,30,38,Gasoline,28033
2019,Honda,CR-V EX,Used,32002,DARCARS Honda,4.2,2260 Crain Hwy Bowie,MD,Molten Lava,27,33,Gasoline,11190
2019,Subaru,Crosstrek 2.0i Limited,Subaru Certified,28838,Subaru Stamford,4.8,198 Baxter Ave Stamford,CT,Ice Silver Metallic,27,33,Gasoline,32767
2017,Honda,CR-V EX-L,Used,25964,Manchester Mazda,4.9,80 Oakland Street Manchester,CT,Crystal Black Pearl,27,33,Gasoline,67411
2016,Subaru,Impreza 2.0i Premium,Used,14200,AutoSavvy Windsor,4.2,753 Champion Dr Windsor,CO,Venetian Red Pearl,28,37,Gasoline,90642
2021,Subaru,Outback Limited,Subaru Certified,35450,Tacoma Subaru,4.7,3838 S Tacoma Way Tacoma,WA,Abyss Blue Pearl,26,33,Gasoline,17043
2020,Mitsubishi,Mirage G4 LE,Used,17450,John Eagle Honda of Dallas,4.8,5403 Lemmon Ave Dallas,TX,Mystic Black Metallic,35,41,Gasoline,30912
2020,Hyundai,Elantra SEL,Used,17549,West Chicago Auto Mall,3.6,560 E North Ave West Chicago,IL,Gray,30,40,Gasoline,48001
2018,Nissan,Rogue SL,Used,23147,Toyota of Lincoln Park,4.2,1561 N Fremont St Chicago,IL,White,25,32,Gasoline,56517
2020,Honda,Civic LX,Used,25671,Andy Mohr Honda,4.5,1441 Liberty Dr Bloomington,IN,Platinum White Pearl,30,38,Gasoline,32758
2021,Nissan,Rogue SV,Used,34302,Ricart Used Car Factory,4.7,4255 S Hamilton Rd Groveport,OH,Gun Metallic,25,32,Gasoline,14807
2019,Chevrolet,Trax LT,Used,21700,VanDevere Buick Kia,4.8,300 W Market St Akron,OH,Mosaic Black,26,31,Gasoline,21964
2019,Honda,CR-V EX-L,Used,29249,EchoPark Automotive Greensboro Delivery Center,1.3,ONLINE ONLY Greensboro,NC,Crystal Black Pearl,28,34,Gasoline,35398
2019,Honda,CR-V Touring,Honda Certified,35650,Pearson Honda,4.4,14001 Hull Street Rd Midlothian,VA,Silver,27,33,Gasoline,31098
2020,Toyota,Camry SE,Used,24995,"Auto Expo, Inc",3.7,7608 Centerville Road Manassas,VA,White,28,39,Gasoline,59136
2019,BMW,330 i,Used,34589,Braman Hyundai,4.9,2001 NE 2nd Ave Miami,FL,Black Sapphire Metallic,26,36,Gasoline,22205
2019,Nissan,Rogue SL,Used,24499,Toyota of Massapequa,3.1,3660 Sunrise Hwy Seaford,NY,Brilliant Silver Metallic,25,32,Gasoline,17225
2019,Subaru,Forester Base (CVT),Used,23988,Ira Toyota of Manchester,4.7,33 Auto Center Road Manchester,NH,Horizon Blue Pearl,26,33,Gasoline,57527
2021,Tesla,Model Y Long Range,Used,71255,BMW of Fairfield,4.2,2855 Auto Mall Pkwy Fairfield,CA,Pearl White Multi,131,117,Electric,21708
2020,Chevrolet,Trax LS,Chevrolet Certified,18947,AutoNation Chevrolet Arrowhead,4.5,9055 W Bell Rd Peoria,AZ,Satin Steel Metallic,26,31,Gasoline,11725
2020,Nissan,Rogue S,Used,24094,Bell Honda,4.5,701 W. Bell Rd. Phoenix,AZ,Gun Metallic,26,33,Gasoline,42484
2021,Tesla,Model Y Long Range,Used,67995,Lithia Toyota of Redding,4.8,250 E Cypress Ave Redding,CA,–,131,117,Electric,35058
2021,Honda,CR-V EX-L,Honda Certified,36244,David McDavid Honda Irving,4,3700 W. Airport Expressway Irving,TX,Platinum White Pearl,28,34,Gasoline,13047
2022,Toyota,Corolla LE,Used,27854,Toyota of Dallas,4.3,2610 Forest Lane Dallas,TX,Ruby Flare Pearl,30,38,Gasoline,16983
2019,BMW,330 i xDrive,Used,35880,Autos of Dallas,4.3,4472 W Plano Pkwy Plano,TX,Mineral Gray Metallic,25,34,Gasoline,31620
2021,Nissan,Rogue SV,Used,33492,Rockwall Ford,4.6,990 East I-30 Rockwall,TX,Gun Metallic,26,34,Gasoline,11922
2021,BMW,X3 sDrive30i,Used,45266,Bert Ogden BMW,4.5,3201 N 10th St McAllen,TX,Jet Black,25,29,Gasoline,16211
2020,Toyota,Camry,Used,28900,Gray-Daniels Nissan Brandon,4,108 Gray Daniels Blvd Brandon,MS,Ruby Flare Pearl,28,39,Gasoline,19976
2021,Toyota,RAV4 LE,Toyota Certified,32500,Don Jacobs Toyota,4.8,5727 S 27th St Milwaukee,WI,Ruby Flare Pearl,27,34,Gasoline,19614
2019,BMW,330 i,Used,38997,Century Automotive,2.1,3800 University Dr NW Huntsville,AL,Glacier Silver Metallic,26,36,Gasoline,18937
2019,Buick,Encore Preferred,Used,23999,AutoNation CDJR FIAT North Columbus,4.4,3000 N Lake Pkwy Building 100 Columbus,GA,Deep,25,30,Gasoline,19843
2016,Toyota,RAV4 Hybrid Limited,Used,27900,Towne Volkswagen Audi Buffalo,4.8,5255 Genesee St Bowmansville,NY,Black Sand Pearl,34,31,Hybrid,52770
2019,Hyundai,Kona SEL,Used,24993,BMW of Rockville,4.6,1300 Rockville Pike Rockville,MD,Surf Blue,25,30,Gasoline,12552
2020,Toyota,Corolla SE,Used,23952,AutoNation Nissan Pembroke Pines,4.6,8890 Pines Blvd Pembroke Pines,FL,Black Sand Pearl,31,40,Gasoline,19532
2016,Subaru,Impreza 2.0i Premium,Used,12499,Prestige Imports Auto Sales,3.7,654 W Bridge St Morrisville,PA,Quartz Blue Pearl,28,37,Gasoline,50829
2019,Subaru,Crosstrek 2.0i Premium,Used,28488,Ira Toyota of Manchester,4.7,33 Auto Center Road Manchester,NH,Crystal Black Silica,27,33,Gasoline,12457
2022,Toyota,Highlander Hybrid Limited,Used,52955,AutoNation Toyota Hayward,4.4,24773 Mission Blvd Hayward,CA,Ruby Flare Pearl,35,34,Hybrid,29994
2021,Tesla,Model Y Long Range,Used,72995,Marin Acura,4.9,5860 Paradise Dr Corte Madera,CA,Pearl White Multi,131,117,Electric,24419
2020,Chevrolet,Malibu LT,Chevrolet Certified,21889,AutoNation Chevrolet Arrowhead,4.5,9055 W Bell Rd Peoria,AZ,Mosaic Black Metallic,29,36,Gasoline,19237
2018,Tesla,Model 3 Long Range,Used,59699,Foundation Chevrolet & Cadillac,4.6,11001 West I-70 Frontage Road N Wheat Ridge,CO,Silver Metallic,120,112,Electric,10075
2019,Honda,CR-V EX-L,Honda Certified,34928,South Tacoma Honda,4.7,7802 S Tacoma Way Tacoma,WA,Modern Steel Metallic,27,33,Gasoline,19897
2020,BMW,X3 sDrive30i,Used,44962,BMW of San Antonio,4.5,15507 W IH10 San Antonio,TX,Dark Graphite Metallic,25,29,Gasoline,18656
2021,Tesla,Model 3 Performance,Used,64750,eCarOne,4.9,555 North East Loop 820 Hurst,TX,Pearl White Multi,118,107,Gasoline,14055
2017,Chevrolet,Cruze LS,Used,13995,North Texas Autos,3,1023 Dallas Dr Denton,TX,Black,30,40,Gasoline,47937
2021,Mazda,Mazda6 Touring,Used,30089,Vandergriff Honda,4.6,1104 West I-20 Arlington,TX,Jet Black Mica,26,35,Gasoline,32482
2021,Honda,Accord EX-L,Honda Certified,36842,Vandergriff Honda,4.6,1104 West I-20 Arlington,TX,Crystal Black Pearl,30,38,Gasoline,21469
2021,Toyota,Camry SE,Used,28369,EchoPark Automotive Austin Delivery Center,4.9,Online Only Austin,TX,Super White,28,39,Gasoline,41937
2020,Ford,Escape SE,Used,28100,Woody Ford,4.2,201 S. 2Nd Street Madill,OK,Magnetic Metallic,27,33,Gasoline,14859
2021,BMW,X3 sDrive30i,Used,44880,Autos of Dallas,4.3,4472 W Plano Pkwy Plano,TX,Dark Graphite,25,29,Gasoline,19635
2014,Chevrolet,Cruze 1LT,Used,11900,Albo Auto Sales,4.5,505 W Colfax Palatine,IL,Blue,26,38,Gasoline,42700
2019,Honda,CR-V Touring,Honda Certified,34879,Community Honda of Orland Park,4.5,8340 W 159th Street Orland Park,IL,Lunar Silver Metallic,27,33,Gasoline,36136
2021,Toyota,RAV4 Limited,Toyota Certified,43966,Oxmoor Toyota,4.5,8003 Shelbyville Rd Louisville,KY,White,25,33,Gasoline,10337
2019,Buick,Encore Preferred,Used,23999,AutoNation CDJR FIAT North Columbus,4.4,3000 N Lake Pkwy Building 100 Columbus,GA,Deep,25,30,Gasoline,19843
2019,Subaru,Outback 2.5i Limited,Subaru Certified,34993,LaFontaine Subaru,4.4,3055 E West Maple Rd Commerce Charter Twp,MI,Crystal Black Silica,25,32,Gasoline,20741
2019,Subaru,Legacy 2.5i Premium,Used,25441,Moses Chevrolet,3.4,516 Maccorkle Ave St Albans,WV,Crystal White Pearl,25,34,Gasoline,47775
2021,Toyota,Corolla SE,Used,26292,Toyota of Greenville,4.8,2686 Laurens Rd Greenville,SC,CELESTITE,31,40,Gasoline,12568
2021,Hyundai,Sonata SE,Used,25599,EchoPark Automotive Charleston Delivery Center,4.6,ONLINE ONLY Charleston,SC,Stormy Sea,28,38,Gasoline,10228
2021,BMW,330 i xDrive,Used,44740,Audi Tysons Corner,4.7,8598 Leesburg Pike Vienna,VA,Jet Black,25,34,Gasoline,12588
2018,Hyundai,Kona Limited,Used,23995,AutoNation Toyota Irvine,4.4,9101 Research Dr Irvine,CA,Lime Twist,28,32,Gasoline,39498
